CASE	CORPUS	FILE	MATCHLEMMA	COMPLEMENTIZER	TYPE	L1	REGISTER	L_MATRBE4S	SURPRISAL
376	ICE-GB	W1B-016	feel	present	obj	English	written	181	5.6002774039
377	ICLE	GEAU3008	feel	present	obj	German	written	21	5.6002774039
378	ICE-GB	S1A-059	feel	absent	obj	English	spoken	0	5.6002774039
379	ICE-GB	S1A-060	feel	present	obj	English	spoken	0	5.6002774039
380	ICE-GB	S1A-075	feel	absent	obj	English	spoken	0	5.6002774039
381	ICE-GB	S1B-030	feel	absent	obj	English	spoken	0	5.6002774039
382	ICE-GB	S1A-062	feel	present	obj	English	spoken	0	8.1342559759
383	ICE-GB	W1B-015	feel	present	obj	English	written	0	8.1342559759
384	ICE-GB	S2B-007	feel	present	obj	English	spoken	0	4.9676744176
385	ICE-GB	W1B-020	feel	absent	obj	English	written	0	4.9676744176
386	ICLE	GEBA1002	feel	present	obj	German	written	9	4.9676744176
387	ICE-GB	W2E-007	feel	absent	obj	English	written	0	4.9676744176
388	LINDSEI	GE050	feel	absent	obj	German	spoken	0	4.9676744176
389	ICE-GB	W1B-016	feel	absent	obj	English	written	3	4.9676744176
390	ICE-GB	W2F-009	feel	absent	obj	English	written	0	8.4712909632
391	ICE-GB	W2B-023	feel	present	obj	English	written	0	4.0789735404
392	ICLE	GEBA1053	feel	present	obj	German	written	0	4.0789735404
393	ICE-GB	W2B-017	feel	present	obj	English	written	4	4.0789735404
394	ICE-GB	S2B-032	feel	absent	obj	English	spoken	0	4.0789735404
395	ICE-GB	S1B-030	feel	present	obj	English	spoken	0	4.0789735404
396	ICLE	GEBA1009	feel	present	sub	German	written	0	4.0789735404
397	ICE-GB	S2B-042	feel	present	obj	English	spoken	0	4.0789735404
398	ICE-GB	W1B-012	feel	absent	obj	English	written	0	4.0789735404
399	ICE-GB	S1A-059	feel	absent	obj	English	spoken	5	7.9378587631
400	ICE-GB	S1B-030	feel	absent	obj	English	spoken	0	7.9378587631
401	ICE-GB	S1B-078	feel	absent	obj	English	spoken	0	5.8800146886
402	ICLE	SPM05018	feel	present	obj	Spanish	written	0	5.8800146886
403	ICE-GB	S2B-013	feel	present	obj	English	spoken	0	5.8800146886
404	ICE-GB	S1B-050	feel	present	obj	English	spoken	0	5.8800146886
405	ICLE	SPM07011	feel	present	obj	Spanish	written	0	5.8800146886
406	ICE-GB	W2B-021	feel	absent	obj	English	written	13	5.8800146886
407	LINDSEI	GE007	feel	present	obj	German	spoken	19	5.8800146886
408	ICLE	SPM02006	feel	absent	obj	Spanish	written	0	5.8800146886
409	ICE-GB	W2C-013	feel	present	obj	English	written	0	5.8800146886
410	ICLE	SPM07011	feel	present	obj	Spanish	written	14	5.8800146886
411	ICE-GB	W1B-030	feel	absent	obj	English	written	0	5.8800146886
412	ICLE	SPM05020	feel	present	obj	Spanish	written	117	7.4430940714
413	ICE-GB	S2B-013	feel	present	obj	English	spoken	0	7.4430940714
414	ICE-GB	W1B-006	feel	absent	obj	English	written	0	7.4430940714
415	ICE-GB	W1B-016	feel	absent	obj	English	written	0	7.4430940714
416	ICE-GB	W1B-028	feel	present	obj	English	written	0	7.4430940714
417	ICE-GB	S1B-030	feel	absent	obj	English	spoken	0	7.0118593446
418	ICE-GB	W1B-026	feel	present	obj	English	written	0	7.0118593446
419	ICE-GB	W1A-012	feel	absent	obj	English	written	30	7.0118593446
420	ICE-GB	S1B-008	feel	present	obj	English	spoken	0	6.1800596656
421	ICE-GB	W1B-012	feel	absent	obj	English	written	0	6.1800596656
422	ICLE	GEAU3003	feel	absent	obj	German	written	4	6.1800596656
423	ICE-GB	S1A-044	feel	absent	obj	English	spoken	0	6.1800596656
424	ICE-GB	S1A-060	feel	absent	obj	English	spoken	0	6.1800596656
425	ICE-GB	S1B-050	feel	present	obj	English	spoken	14	6.1800596656
426	ICLE	GESA2010	feel	absent	obj	German	written	34	4.0752744028
427	ICE-GB	W2B-010	feel	present	obj	English	written	0	4.0752744028
428	ICE-GB	S1B-051	feel	present	obj	English	spoken	2	6.9785983834
429	ICE-GB	S1B-078	feel	absent	obj	English	spoken	0	6.4855583721
430	ICE-GB	S2A-016	feel	present	obj	English	spoken	0	5.9599592262
431	ICE-GB	S2B-011	feel	present	obj	English	spoken	0	5.9599592262
432	ICE-GB	S1B-028	feel	absent	obj	English	spoken	0	5.9599592262
433	ICE-GB	S2A-070	feel	absent	obj	English	spoken	10	5.9599592262
434	ICE-GB	W2F-018	feel	absent	obj	English	written	0	5.9599592262
435	ICE-GB	W2F-008	feel	absent	obj	English	written	14	5.9599592262
436	ICE-GB	W2F-018	feel	absent	obj	English	written	0	5.9599592262
437	ICE-GB	W2F-010	feel	absent	obj	English	written	4	5.9599592262
438	ICE-GB	S1A-064	feel	absent	obj	English	spoken	0	6.0922848349
439	ICE-GB	W2B-016	feel	absent	obj	English	written	0	6.0922848349
440	ICLE	GEAU3054	feel	present	obj	German	written	0	6.0922848349
441	ICE-GB	S1A-064	feel	present	obj	English	spoken	0	6.0922848349
442	ICE-GB	W2B-001	feel	present	obj	English	written	12	6.0922848349
443	ICE-GB	S1A-064	feel	present	obj	English	spoken	0	6.0922848349
444	ICE-GB	W2C-004	feel	absent	obj	English	written	0	5.131911909
445	ICE-GB	S1B-023	feel	present	obj	English	spoken	8	5.131911909
446	ICE-GB	W2B-020	feel	absent	obj	English	written	0	5.131911909
447	ICE-GB	W1B-030	feel	absent	obj	English	written	0	5.131911909
448	ICE-GB	S1B-045	feel	absent	obj	English	spoken	0	5.131911909
449	ICE-GB	W2F-010	feel	absent	obj	English	written	0	6.2145889318
450	ICLE	GEAU3056	feel	present	obj	German	written	32	3.934253512
451	ICE-GB	S2B-037	feel	present	obj	English	spoken	4	3.934253512
452	ICE-GB	S2B-017	feel	present	obj	English	spoken	0	3.934253512
453	ICE-GB	S1B-043	feel	present	obj	English	spoken	0	3.934253512
454	ICE-GB	W2B-001	feel	absent	obj	English	written	0	8.0161537657
455	LINDSEI	GE013	feel	present	obj	German	spoken	0	8.0161537657
456	ICE-GB	S1B-044	feel	absent	obj	English	spoken	0	8.0161537657
457	ICE-GB	S1B-044	feel	present	obj	English	spoken	0	11.4356926572
458	ICE-GB	S2B-013	feel	absent	obj	English	spoken	0	6.5628638976
459	ICE-GB	S1B-030	feel	present	obj	English	spoken	0	6.5628638976
460	ICE-GB	S1B-044	feel	present	obj	English	spoken	40	6.5628638976
461	ICE-GB	S1A-093	feel	absent	obj	English	spoken	0	6.5628638976
462	ICE-GB	W2B-007	feel	absent	obj	English	written	0	6.5628638976
463	ICE-GB	S1B-046	feel	present	obj	English	spoken	0	8.8034244417
464	ICE-GB	S1B-042	feel	present	obj	English	spoken	0	8.8034244417
465	ICE-GB	S1A-062	feel	absent	obj	English	spoken	5	8.8034244417
466	ICLE	GEAU4003	find out	present	obj	German	written	68	3.4813552726
467	ICE-GB	S1A-002	find	present	obj	English	spoken	0	8.3430440442
468	ICE-GB	S1B-014	find	present	obj	English	spoken	0	8.3430440442
469	ICE-GB	W1B-010	find	absent	obj	English	written	0	9.9497016161
470	ICE-GB	S1A-087	find	present	obj	English	spoken	0	9.9497016161
471	ICE-GB	S2A-032	find	present	obj	English	spoken	0	9.9497016161
472	LINDSEI	SP013	find	present	obj	Spanish	spoken	4	3.541854495
473	ICE-GB	S1A-057	find	absent	obj	English	spoken	0	3.541854495
474	ICLE	GEAU3032	find out	present	obj	German	written	26	3.541854495
475	ICE-GB	S2A-058	find	absent	obj	English	spoken	0	3.541854495
476	ICE-GB	S1A-022	find	absent	obj	English	spoken	0	3.541854495
477	ICE-GB	S1B-072	find	absent	obj	English	spoken	0	3.541854495
478	ICLE	SPM10008	find	present	obj	Spanish	written	0	3.541854495
479	ICLE	GESA3001	find out	present	obj	German	written	44	9.8855712786
480	ICLE	GEDR1022	find out	present	obj	German	written	28	6.3702142454
481	ICE-GB	W2D-013	find	present	obj	English	written	33	3.528019274
482	ICE-GB	S2B-039	find	present	obj	English	spoken	0	3.528019274
483	ICLE	SPM07006	find	absent	obj	Spanish	written	51	3.528019274
484	ICLE	GESA2011	find	present	obj	German	written	39	3.528019274
485	ICLE	GEAU3017	find out	present	obj	German	written	78	3.528019274
486	ICE-GB	W2F-004	find	absent	obj	English	written	0	3.528019274
487	ICLE	SPM01007	find	present	obj	Spanish	written	17	3.528019274
488	ICLE	GESA4008	find out	present	obj	German	written	7	3.528019274
489	ICE-GB	W2C-012	find	present	obj	English	written	0	6.3430440442
490	ICE-GB	S2A-058	find	present	obj	English	spoken	3	8.7226327075
491	ICE-GB	S1A-065	find	absent	obj	English	spoken	0	8.7226327075
492	ICLE	SPM04039	find	present	obj	Spanish	written	4	8.7226327075
493	ICLE	GESA5032	find	present	obj	German	written	53	8.7226327075
494	ICLE	SPM10012	find	present	obj	Spanish	written	62	8.5264901853
495	ICE-GB	W2B-023	find	absent	obj	English	written	0	8.1053524865
496	ICLE	SPM01016	find out	present	obj	Spanish	written	8	8.1053524865
497	ICE-GB	W2B-033	find	present	obj	English	written	38	8.1053524865
498	ICE-GB	W2B-033	find	absent	obj	English	written	0	8.1053524865
499	ICE-GB	S1B-003	find	present	obj	English	spoken	0	8.1053524865
500	ICLE	SPM06003	find	present	obj	Spanish	written	7	9.6277735212
501	ICLE	SPM06009	find	present	obj	Spanish	written	14	9.6277735212
502	ICE-GB	S2A-056	find	present	obj	English	spoken	4	9.6277735212
503	ICE-GB	S2A-046	find	present	obj	English	spoken	0	9.4223342743
504	ICLE	GESA3003	forget	present	obj	German	written	45	7.4854167162
505	ICLE	GESA3003	forget	present	obj	German	written	0	5.6168420963
506	ICE-GB	S1B-021	forget	present	obj	English	spoken	13	5.6168420963
507	ICLE	GEAU1079	forget	present	obj	German	written	2	9.4241970183
508	ICLE	GEAU1023	find out	present	obj	German	written	4	8.4433670749
509	ICLE	GEAU3082	find	present	obj	German	written	0	8.4433670749
510	ICE-GB	S1A-072	find	present	obj	English	spoken	0	8.4433670749
511	ICE-GB	S1A-059	find	absent	obj	English	spoken	0	4.295314254
512	ICLE	GEAU3015	find out	present	obj	German	written	0	4.295314254
513	ICE-GB	W1A-013	find	present	obj	English	written	58	4.0823980952
514	ICE-GB	S1B-060	find	present	obj	English	spoken	30	4.0823980952
515	ICLE	GEBA1015	find out	present	obj	German	written	7	4.0823980952
516	ICE-GB	W2C-015	find	present	obj	English	written	0	4.0823980952
517	ICE-GB	W2A-003	find	present	obj	English	written	0	4.0823980952
518	ICE-GB	W2A-007	find	present	obj	English	written	8	4.0823980952
519	ICE-GB	S2A-069	find	present	obj	English	spoken	26	8.0587032247
520	ICE-GB	S2A-027	find	absent	obj	English	spoken	0	8.0587032247
521	LINDSEI	GE043	find	present	obj	German	spoken	21	8.6360121529
522	ICLE	GEAU3096	find out	present	obj	German	written	7	8.6360121529
523	ICE-GB	S1B-036	guess	absent	obj	English	spoken	0	7.5233165225
524	LINDSEI	SP002	guess	present	obj	Spanish	spoken	0	7.5233165225
525	LINDSEI	GE001	guess	absent	obj	German	spoken	0	4.7281363144
526	LINDSEI	GE048	guess	absent	obj	German	spoken	0	4.7281363144
527	LINDSEI	GE031	guess	absent	obj	German	spoken	0	4.7281363144
528	ICE-GB	S1B-080	guess	absent	obj	English	spoken	0	4.7281363144
529	ICE-GB	S1B-080	guess	absent	obj	English	spoken	0	4.7281363144
530	LINDSEI	GE001	guess	absent	obj	German	spoken	0	4.7281363144
531	LINDSEI	GE025	guess	absent	obj	German	spoken	0	4.7281363144
532	ICE-GB	S2A-037	guess	absent	obj	English	spoken	0	4.7281363144
533	LINDSEI	GE031	guess	absent	obj	German	spoken	0	4.7281363144
534	LINDSEI	GE015	guess	absent	obj	German	spoken	0	7.025816863
535	LINDSEI	GE029	guess	absent	obj	German	spoken	0	4.4111070189
536	ICE-GB	S1A-072	guess	absent	obj	English	spoken	0	4.4111070189
537	ICE-GB	W2B-017	guess	present	obj	English	written	0	4.4111070189
538	LINDSEI	SP007	guess	present	obj	Spanish	spoken	0	4.4111070189
539	ICLE	GEDR1024	guess	present	obj	German	written	0	6.9103396456
540	LINDSEI	GE029	guess	absent	obj	German	spoken	0	6.9103396456
541	ICE-GB	S1A-035	guess	absent	obj	English	spoken	0	6.9103396456
542	LINDSEI	GE048	guess	absent	obj	German	spoken	0	6.9103396456
543	LINDSEI	GE002	guess	absent	obj	German	spoken	0	6.9103396456
544	LINDSEI	GE040	guess	absent	obj	German	spoken	0	7.218461941
545	LINDSEI	GE048	guess	absent	obj	German	spoken	0	7.218461941
546	ICE-GB	S1A-077	guess	absent	obj	English	spoken	0	5.8828589092
547	ICE-GB	S2A-030	hear	present	obj	English	spoken	0	2.9203403215
548	LINDSEI	GE030	hear	present	obj	German	spoken	4	8.976932644
549	LINDSEI	SP026	hear	present	obj	Spanish	spoken	0	8.976932644
550	LINDSEI	GE041	hear	present	obj	German	spoken	0	8.976932644
551	ICE-GB	S1A-024	hear	present	obj	English	spoken	0	10.2988607389
552	ICLE	GESA5018	hope	present	obj	German	written	5	8.3243953857
553	ICLE	GESA5036	hope	present	obj	German	written	0	8.2265480623
554	ICE-GB	W1B-002	hope	absent	obj	English	written	0	8.2265480623
555	ICE-GB	W1B-004	hope	absent	obj	English	written	0	8.2265480623
556	ICE-GB	S1B-027	hope	present	obj	English	spoken	0	12.5723228991
557	ICE-GB	S1B-043	hope	absent	obj	English	spoken	0	8.7649679771
558	ICE-GB	W1B-015	hope	present	obj	English	written	0	14.1572853999
559	ICE-GB	S2A-045	hope	absent	obj	English	spoken	7	9.4023978977
560	ICE-GB	W2A-012	hope	present	obj	English	written	0	14.1572853999
561	ICE-GB	S1B-043	hope	absent	obj	English	spoken	0	10.9873603984
562	ICE-GB	W1B-010	hope	absent	obj	English	written	0	10.2503948043
563	ICE-GB	W1B-008	hope	absent	obj	English	written	0	10.2503948043
564	ICE-GB	W1B-014	hope	absent	obj	English	written	6	10.2503948043
565	ICLE	GEAU3030	hope	present	obj	German	written	0	4.5685707643
566	ICE-GB	W2F-015	hope	absent	obj	English	written	0	5.7909631856
567	ICE-GB	S1B-057	hope	present	obj	English	spoken	4	5.7909631856
568	ICE-GB	S1A-065	hope	absent	obj	English	spoken	0	5.7909631856
569	ICE-GB	W1B-002	hope	absent	obj	English	written	0	5.7909631856
570	ICE-GB	S2B-006	hope	absent	obj	English	spoken	8	5.7909631856
571	ICE-GB	W1B-010	hope	absent	obj	English	written	0	10.3499304778
572	ICE-GB	W2A-003	hope	absent	obj	English	written	0	5.4430398822
573	LINDSEI	GE010	hope	absent	obj	German	spoken	0	5.4430398822
574	ICE-GB	S1B-058	hope	absent	obj	English	spoken	0	5.4430398822
575	LINDSEI	GE010	hope	present	obj	German	spoken	14	5.4430398822
576	ICE-GB	S1B-050	hope	absent	obj	English	spoken	0	5.4430398822
577	LINDSEI	GE043	hope	absent	obj	German	spoken	0	5.4430398822
578	LINDSEI	GE014	hope	absent	obj	German	spoken	0	5.4430398822
579	LINDSEI	GE041	hope	absent	obj	German	spoken	5	5.4430398822
580	LINDSEI	GE019	hope	absent	obj	German	spoken	0	5.4430398822
581	ICE-GB	W1B-008	hope	absent	obj	English	written	0	5.4430398822
582	ICLE	GEAU3017	hope	absent	obj	German	written	0	5.4430398822
583	LINDSEI	GE019	hope	absent	obj	German	spoken	0	5.4430398822
584	LINDSEI	SP031	hope	absent	obj	Spanish	spoken	0	5.4430398822
585	ICE-GB	S2A-028	hope	absent	obj	English	spoken	0	5.4430398822
586	LINDSEI	GE048	hope	absent	obj	German	spoken	0	5.4430398822
587	ICE-GB	W1B-021	hope	present	obj	English	written	0	5.4430398822
588	LINDSEI	SP024	hope	absent	obj	Spanish	spoken	0	5.4430398822
589	ICLE	GESA5018	hope	present	obj	German	written	0	5.4430398822
590	ICE-GB	W1B-002	hope	present	obj	English	written	0	5.4430398822
591	ICLE	GEAU3035	hope	absent	obj	German	written	12	5.030580927
592	LINDSEI	GE043	hope	absent	obj	German	spoken	0	5.030580927
593	ICE-GB	W1B-009	hope	absent	obj	English	written	0	5.030580927
594	ICE-GB	S1A-057	hope	absent	obj	English	spoken	0	5.030580927
595	ICE-GB	S1B-036	hope	absent	obj	English	spoken	0	5.030580927
596	LINDSEI	SP024	hope	absent	obj	Spanish	spoken	0	5.030580927
597	ICLE	SPM02007	hope	absent	obj	Spanish	written	0	5.030580927
598	ICLE	GEAU1069	hope	present	obj	German	written	0	5.030580927
599	ICLE	GEBA1011	hope	absent	obj	German	written	0	5.030580927
600	ICLE	GEBA1027	hope	absent	obj	German	written	0	5.030580927
601	ICE-GB	W2B-001	hope	absent	obj	English	written	0	5.030580927
602	ICE-GB	S1A-017	hope	absent	obj	English	spoken	0	5.030580927
603	ICE-GB	S1B-021	hope	absent	obj	English	spoken	0	5.030580927
604	ICE-GB	S1A-071	hope	absent	obj	English	spoken	0	5.030580927
605	ICE-GB	W1B-013	hope	absent	obj	English	written	0	5.030580927
606	ICE-GB	S2A-042	hope	absent	obj	English	spoken	11	5.030580927
607	ICE-GB	W1B-016	hope	absent	obj	English	written	0	11.5723228991
608	LINDSEI	GE034	hope	present	obj	German	spoken	8	11.5723228991
609	ICE-GB	S1A-020	hope	absent	obj	English	spoken	0	6.6574395128
610	ICE-GB	S1A-030	hope	absent	obj	English	spoken	0	6.6574395128
611	ICE-GB	W2F-010	hope	absent	obj	English	written	0	6.6574395128
612	ICE-GB	W1B-030	hope	present	obj	English	written	0	9.835357305
613	LINDSEI	GE010	hope	present	obj	German	spoken	27	2.4179266924
614	ICE-GB	W1B-005	hope	absent	obj	English	written	0	2.4179266924
615	ICE-GB	S2A-031	hope	absent	obj	English	spoken	0	2.4179266924
616	ICE-GB	W1B-013	hope	absent	obj	English	written	0	2.4179266924
617	ICE-GB	W1B-004	hope	absent	obj	English	written	0	2.4179266924
618	ICLE	SPM04041	hope	absent	obj	Spanish	written	106	5.3467137651
619	ICE-GB	W1B-014	hope	absent	obj	English	written	0	5.3467137651
620	ICLE	SPM03036	hope	present	obj	Spanish	written	0	5.3467137651
621	ICE-GB	W1B-026	hope	present	obj	English	written	0	5.3467137651
622	ICLE	GEAU1068	hope	present	obj	German	written	8	5.3467137651
623	ICLE	SPM03040	hope	present	obj	Spanish	written	0	5.3467137651
624	ICE-GB	S1B-054	hope	present	obj	English	spoken	0	5.3467137651
625	ICE-GB	W1B-011	hope	present	obj	English	written	12	5.3467137651
626	ICE-GB	W2A-017	hope	present	obj	English	written	0	5.3467137651
627	ICE-GB	S1B-057	hope	absent	obj	English	spoken	0	5.3467137651
628	ICE-GB	S2A-045	hope	present	obj	English	spoken	8	5.3467137651
629	ICE-GB	W1B-029	hope	absent	obj	English	written	0	5.3467137651
630	ICE-GB	S1B-053	hope	present	obj	English	spoken	0	5.3467137651
631	ICE-GB	W1B-019	hope	present	obj	English	written	0	5.3467137651
632	ICE-GB	S2B-040	hope	present	obj	English	spoken	0	9.1572853999
633	ICE-GB	S2B-050	hope	absent	obj	English	spoken	0	7.871883181
634	ICE-GB	S1B-043	hope	present	obj	English	spoken	0	5.7649679771
635	ICE-GB	S1B-047	hope	present	obj	English	spoken	7	5.7649679771
636	LINDSEI	GE041	hope	absent	obj	German	spoken	0	5.7649679771
637	ICLE	GEDR1021	hope	absent	obj	German	written	0	5.7649679771
638	ICE-GB	W1B-009	hope	absent	obj	English	written	0	5.7649679771
639	ICE-GB	S1A-010	hope	absent	obj	English	spoken	0	5.7649679771
640	LINDSEI	GE026	hope	present	obj	German	spoken	0	5.7649679771
641	ICLE	GEDR1020	hope	absent	obj	German	written	0	5.7649679771
642	LINDSEI	GE041	hope	present	obj	German	spoken	0	5.7649679771
643	ICE-GB	W1B-021	hope	absent	obj	English	written	0	6.6026965482
644	ICE-GB	S1A-020	hope	absent	obj	English	spoken	0	6.6026965482
645	ICE-GB	W1B-029	hope	absent	obj	English	written	0	6.6026965482
646	ICE-GB	W1B-017	hope	absent	obj	English	written	0	6.6026965482
647	ICE-GB	S2A-031	hope	present	obj	English	spoken	0	6.6026965482
648	ICLE	SPM04042	hope	present	obj	Spanish	written	51	6.6026965482
649	ICE-GB	W1B-028	hope	present	obj	English	written	0	6.6026965482
650	ICE-GB	W1B-028	hope	absent	obj	English	written	0	6.6026965482
651	ICE-GB	W1B-024	hope	present	obj	English	written	0	6.6026965482
652	ICE-GB	W1B-016	hope	absent	obj	English	written	0	6.6026965482
653	ICE-GB	W1B-021	hope	absent	obj	English	written	0	6.6026965482
654	ICE-GB	W1B-017	hope	absent	obj	English	written	0	6.6026965482
655	ICE-GB	S1B-060	hope	present	obj	English	spoken	0	5.8308559127
656	ICE-GB	W2F-015	hope	absent	obj	English	written	0	5.8308559127
657	ICE-GB	W1B-009	hope	absent	obj	English	written	0	5.8308559127
658	ICE-GB	S2A-051	hope	absent	obj	English	spoken	21	5.8308559127
659	ICE-GB	S1B-050	hope	present	obj	English	spoken	24	5.8308559127
660	ICLE	GEDR1021	hope	absent	obj	German	written	0	5.8308559127
661	LINDSEI	SP021	hope	absent	obj	Spanish	spoken	0	5.8308559127
662	ICE-GB	W1B-025	hope	present	obj	English	written	0	5.8308559127
663	ICE-GB	W1B-021	hope	absent	obj	English	written	0	5.8308559127
664	ICE-GB	S1B-052	hope	absent	obj	English	spoken	0	5.8308559127
665	ICE-GB	S1B-057	hope	absent	obj	English	spoken	0	5.8308559127
666	ICE-GB	W1B-016	hope	present	obj	English	written	0	9.4023978977
667	ICE-GB	W1B-014	hope	absent	obj	English	written	0	9.4023978977
668	ICE-GB	W1B-021	hope	absent	obj	English	written	0	3.7865979931
669	ICE-GB	S2A-039	hope	absent	obj	English	spoken	7	3.7865979931
670	ICE-GB	S1A-079	hope	absent	obj	English	spoken	0	3.7865979931
671	ICE-GB	S1A-022	hope	absent	obj	English	spoken	0	3.7865979931
672	ICE-GB	S1A-039	hope	absent	obj	English	spoken	0	3.7865979931
673	ICE-GB	W1B-002	hope	absent	obj	English	written	0	3.7865979931
674	ICE-GB	W1B-014	hope	present	obj	English	written	0	3.7865979931
